primary_label,yolo_class_index,soundclass_id,species_name,sound_class,scientific_name,freq_low,freq_high,common_name_zh,common_name_en
182,98,182,臺灣噪眉,S-01,Trochalopteron morrisonianum,1969,3341,臺灣噪眉,
183,99,183,臺灣噪眉,S-02,Trochalopteron morrisonianum,0,10000,臺灣噪眉,
186,100,186,黃山雀,S-01,Machlolophus holsti,2217,6739,黃山雀,
187,101,187,斯氏繡眼,C-03,Zosterops simplex,2763,7190,斯氏繡眼,
188,102,188,智人,Gunshot,Homo sapiens,88,4007,智人,
189,103,189,黃嘴角鴞,U-02,Otus spilocephalus,2621,3316,黃嘴角鴞,
198,104,198,棕面鶯,S-01,Abroscopus albogularis,4657,4985,棕面鶯,
199,105,199,小雨燕,C-01,Apus nipalensis,3547,6015,小雨燕,
202,106,202,野鴝,C-01,Calliope calliope,3424,4557,野鴝,
204,107,204,山紅頭,C-01,Cyanoderma ruficeps,2563,4614,山紅頭,
205,108,205,山紅頭,C-02,Cyanoderma ruficeps,2515,9774,山紅頭,
207,109,207,山紅頭,S-01,Cyanoderma ruficeps,1883,2300,山紅頭,
208,110,208,小啄木,C-01,Yungipicus canicapillus,2073,5477,小啄木,
212,111,212,深山鶯,C-01,Horornis acanthizoides,3501,8953,深山鶯,
213,112,213,青背山雀,S-01,Parus monticolus,3190,4653,青背山雀,
214,113,214,深山鶯,S-01a,Horornis acanthizoides,4810,5565,深山鶯,
215,114,215,紅頭山雀,C-01,Aegithalos concinnus,5458,8915,紅頭山雀,
216,115,216,小彎嘴,S-11,Pomatorhinus musicus,1153,2605,小彎嘴,
219,116,219,東方蜂鷹,S-01,Pernis ptilorhynchus,1761,2758,東方蜂鷹,
223,117,223,灰頭鷦鶯,S-01,Prinia flaviventris,2087,8133,灰頭鷦鶯,
228,118,228,頭烏線,S-01,Schoeniparus brunneus,2279,3744,頭烏線,
230,119,230,白眉林鴝,C-01,Tarsiger indicus,3255,4409,白眉林鴝,
232,120,232,白眉林鴝,S-01,Tarsiger indicus,2455,4417,白眉林鴝,
235,121,235,斯氏繡眼,C-02,Zosterops simplex,3795,6588,斯氏繡眼,
238,122,238,灰腳秧雞,S-01,Rallina eurizonoides,524,1345,灰腳秧雞,
240,123,240,中國樹蟾,S-01,Hyla chinensis,1733,5098,中國樹蟾,
241,124,241,巴氏小雨蛙,S-01,Microhyla butleri,943,3347,巴氏小雨蛙,
242,125,242,黑蒙西氏小雨蛙,S-01,Microhyla heymonsi,750,5186,黑蒙西氏小雨蛙,
243,126,243,史丹吉氏小雨蛙,S-01,Micryletta steinegeri,4150,6769,史丹吉氏小雨蛙,
244,127,244,腹斑蛙,S-01,Nidirana adenopleura,531,3442,腹斑蛙,
245,128,245,福建大頭蛙,S-01,Limnonectes fujianensis,268,1529,福建大頭蛙,
246,129,246,澤蛙,S-01,Fejervarya limnocharis,1058,4041,澤蛙,
247,130,247,長腳赤蛙,S-01,Rana longicrus,769,1779,長腳赤蛙,
248,131,248,梭德氏赤蛙,S-01,Rana sauteri,1293,3836,梭德氏赤蛙,
249,132,249,周氏樹蛙,S-01,Buergeria choui,1583,5398,周氏樹蛙,
250,133,250,褐樹蛙,S-01,Buergeria robusta,1032,3507,褐樹蛙,
251,134,251,艾氏樹蛙,S-01,Kurixalus eiffingeri,2404,3248,艾氏樹蛙,
252,135,252,面天樹蛙,S-01,Kurixalus idiootocus,2195,2534,面天樹蛙,
253,136,253,斑腿樹蛙,S-01,Polypedates megacephalus,161,5204,斑腿樹蛙,
254,137,254,諸羅樹蛙,S-01,Zhangixalus arvalis,1611,3516,諸羅樹蛙,
255,138,255,橙腹樹蛙,S-01,Zhangixalus aurantiventris,672,2964,橙腹樹蛙,
256,139,256,莫氏樹蛙,S-01,Zhangixalus moltrechti,932,1646,莫氏樹蛙,
257,140,257,翡翠樹蛙,S-01,Zhangixalus prasinatus,862,1805,翡翠樹蛙,
258,141,258,臺北樹蛙,S-01,Zhangixalus taipeianus,1180,2117,臺北樹蛙,
260,142,260,豎琴蛙,S-01,Nidirana okinavana,496,3136,豎琴蛙,
261,143,261,黑眶蟾蜍,S-01,Duttaphrynus melanostictus,820,3341,黑眶蟾蜍,
262,144,262,虎皮蛙,S-01,Hoplobatrachus rugulosus,436,2503,虎皮蛙,
263,145,263,貢德氏赤蛙,S-01,Sylvirana guentheri,180,3224,貢德氏赤蛙,
264,146,264,小雨蛙,S-01,Microhyla fissipes,967,3970,小雨蛙,
266,147,266,拉都希氏赤蛙,S-01,Hylarana latouchii,669,3514,拉都希氏赤蛙,
267,148,267,臺北赤蛙,S-01,Hylarana taipehensis,954,7893,臺北赤蛙,
268,149,268,斯文豪氏赤蛙,S-01,Odorrana swinhoana,1579,4919,斯文豪氏赤蛙,
272,150,272,海蟾蜍,S-01,Rhinella marina,268,1080,海蟾蜍,
273,151,273,金線蛙,S-01,Pelophylax fukienensis,1090,2194,金線蛙,
274,152,274,布氏樹蛙,S-01,Polypedates braueri,546,4027,布氏樹蛙,
277,153,277,亞洲錦蛙,S-01,Kaloula pulchra,74,3675,亞洲錦蛙,
278,154,278,太田樹蛙,S-01,Buergeria otai,2551,3517,太田樹蛙,
279,155,279,臺灣山鷓鴣,S-01,Arborophila crudigularis,990,1935,臺灣山鷓鴣,
280,156,280,臺灣山鷓鴣,S-02,Arborophila crudigularis,1165,1701,臺灣山鷓鴣,
283,157,283,白面鼯鼠,S-01,Petaurista alborufus,1187,3749,白面鼯鼠,
286,158,286,鷹斑鷸,C-01,Tringa glareola,2813,4345,鷹斑鷸,
290,159,290,鳳頭蒼鷹,S-01,Accipiter trivirgatus,2898,4389,鳳頭蒼鷹,
292,160,292,長吻松鼠,C-01,Dremomys pernyi,958,7034,長吻松鼠,
293,161,293,臺灣獼猴,C-01,Macaca cyclopis,433,3074,臺灣獼猴,
294,162,294,領角鴞,S-02,Otus lettia,409,1380,領角鴞,
296,163,296,松雀鷹,S-01,Accipiter virgatus,2047,4557,松雀鷹,
297,164,297,松雀鷹,C-01,Accipiter virgatus,2773,4340,松雀鷹,
298,165,298,藍腹鷴,U-01,Lophura swinhoii,537,1436,藍腹鷴,
299,166,299,藍腹鷴,U-02,Lophura swinhoii,2363,7571,藍腹鷴,
300,167,300,黑長尾雉,U-01,Syrmaticus mikado,322,1374,黑長尾雉,
301,168,301,東方角鴞,S-01,Otus sunia,731,1188,東方角鴞,
303,169,303,赤腹松鼠,C-01,Callosciurus erythraeus,1388,2874,赤腹松鼠,
304,170,304,棕三趾鶉,S-01,Turnix suscitator,192,414,棕三趾鶉,
305,171,305,紅尾鶲,S-01,Muscicapa ferruginea,4837,9429,紅尾鶲,
307,172,307,白腹秧雞,S-01,Amaurornis phoenicurus,691,1249,白腹秧雞,
308,173,308,白腹秧雞,S-02,Amaurornis phoenicurus,682,1108,白腹秧雞,
312,174,312,董雞,S-01,Gallicrex cinerea,223,2055,董雞,
313,175,313,紅冠水雞,C-01,Gallinula chloropus,1096,3564,紅冠水雞,
